training
"                ;X;13;5;O"
"  O X     X  O  ;X;8;2;X"
"   O  XO X     O;X;10;1;X"
"X   O       O   ;X;2;1;X"
"X XOX   X O O O ;X;6;0;X"
"          O     ;X;13;5;X"
"O X O  O X   X  ;X;14;1;O"
"      X    O    ;X;14;4;X"
" X  XO      O O ;X;0;1;X"
"        O    X  ;X;14;3;O"
" XO   OX        ;X;10;4;X"
"         X    OO;X;7;5;X"
"   O  OO X O X X;X;4;0;O"
"       O        ;X;9;5;X"
"      XO        ;X;8;5;O"
"                ;X;11;5;O"
"                ;X;10;7;O"
"  X      O    O ;X;13;3;X"
" X  O    X  O   ;X;15;4;X"
"XO O            ;X;6;2;O"
"O       XXX   OO;X;4;0;X"
"    O        X  ;X;8;4;X"
" X          OO  ;X;5;3;X"
" XXX OO       O ;X;0;0;X"
"         O X   O;X;4;4;O"
"X O          O  ;X;7;4;O"
"     O          ;X;13;6;O"
"                ;X;12;6;X"
"X X    O   O O  ;X;10;1;X"
" O XO    OX O X ;X;15;1;X"
" OX     O X O   ;X;13;3;X"
" X         O  O ;X;12;5;X"
" O     X        ;X;0;6;X"
"    OXO     XO  ;X;15;3;X"
"X  O  OO   X OX ;X;9;1;X"
" O       X   XO ;X;5;0;X"
"  O X O         ;X;12;2;O"
"O     O      X  ;X;10;4;O"
"              O ;X;6;7;X"
" O  X           ;X;3;4;X"
" X     XOO      ;X;13;1;O"
"          O     ;X;8;6;O"
"       X   X OO ;X;10;2;X"
"   O X          ;X;15;3;O"
"           X  O ;X;10;4;X"
"    O     X     ;X;0;6;X"
"      O       X ;X;11;5;O"
" O    O  X      ;X;8;1;X"
"                ;X;6;7;O"
"X      O  O     ;X;15;4;O"
"     O        OX;X;9;4;O"
"X X        O   O;X;13;2;X"
" X   OO X O     ;X;3;1;X"
"    O        X  ;X;12;2;X"
"OO    X    X    ;X;8;4;X"
"  XO X   O      ;X;7;4;X"
"OXX  X O O  O   ;X;10;1;X"
"  OO         X  ;X;14;3;X"
"      X      O  ;X;8;6;X"
"O        X O   X;X;13;2;X"
" O  X           ;X;7;5;O"
"X  O XO   OX  O ;X;7;0;O"
"      X        O;X;0;5;O"
"    OO    XOXX  ;X;7;0;X"
"   XX    O  OO  ;X;8;3;X"
"  X  O O XX  O  ;X;0;1;O"
" O              ;X;14;3;X"
"OXX OXO X   O   ;X;7;0;X"
"                ;X;10;6;X"
"       O        ;X;13;5;X"
" O   X   O OX   ;X;7;3;X"
"  XO X        O ;X;6;3;O"
"X   X O     O  O;X;2;3;X"
"      O   X X O ;X;13;3;O"
"OX   X  O   XO  ;X;3;1;O"
"   O X     OX   ;X;9;4;X"
"        O   O X ;X;9;2;O"
"      O         ;X;12;7;X"
"      O         ;X;0;4;O"
" X  OOX O  X OX ;X;3;0;X"
" O         OX   ;X;4;4;O"
" XOO     X X OOX;X;10;0;X"
"                ;X;11;4;X"
" O OX  XX    OO ;X;11;1;X"
"    XOO      X  ;X;3;4;X"
"O X             ;X;11;4;X"
" X OO      X    ;X;6;0;X"
" X  X  O   O  O ;X;12;2;O"
"     X       O  ;X;7;2;X"
"             O  ;X;11;4;O"
"    O    X OXO  ;X;8;3;X"
"                ;X;2;8;X"
"O  O XXX X OO   ;X;2;0;X"
"      O         ;X;4;5;X"
" O    OXX  OO  X;X;0;0;O"
" XX     O O     ;X;15;3;O"
"   O XXOX    OO ;X;10;1;X"
"  X     XO  O   ;X;6;4;X"
"       O        ;X;11;7;X"
"      O         ;X;7;5;X"
"OX         X  O ;X;6;0;X"
"                ;X;15;5;O"
"    OO         X;X;9;5;X"
" X       O      ;X;2;4;X"
" O    O      XXO;X;7;1;X"
"                ;X;3;7;O"
"O               ;X;4;7;X"
"    X  O  X    O;X;9;1;O"
"        O       ;X;4;4;O"
"O X     O XX OO ;X;12;1;X"
"  OO  X     X   ;X;10;2;X"
"                ;X;0;7;O"
"    O      X   O;X;7;4;O"
"     O          ;X;11;6;O"
"                ;X;13;6;X"
"O    XXO    X  O;X;4;0;X"
"   X X    O   O ;X;8;1;O"
"    X    O    O ;X;8;4;O"
"      O   O    X;X;12;2;O"
"     X    X  OO ;X;0;0;X"
"   XO   OO     X;X;10;3;X"
"  O             ;X;14;6;O"
"                ;X;10;4;X"
"      XO     X O;X;4;1;O"
"OO  XX    O  O X;X;8;1;X"
"   O     X      ;X;15;6;X"
"          O X   ;X;9;5;O"
"OXO    O X      ;X;6;1;X"
"    O    X O    ;X;1;1;X"
"O   XOOX   X O X;X;8;0;X"
"     X    O XOOX;X;3;1;O"
"X  O  X  O     O;X;1;3;X"
"          O     ;X;8;3;X"
" O   X       X O;X;9;0;X"
"O      OX       ;X;9;3;X"
"O    XOXOO X   X;X;12;0;X"
"  OO       X  X ;X;13;4;X"
"                ;X;10;6;X"
"                ;X;6;4;X"
"O               ;X;8;7;X"
"  O X           ;X;12;4;X"
"O O  XO  X     X;X;11;1;O"
"    X  O  O     ;X;11;5;X"
"     O    O XX  ;X;7;4;X"
"      O         ;X;9;5;X"
"         O  X   ;X;5;5;O"
"     XO   O     ;X;15;2;O"
"   O      X     ;X;6;4;X"
"   X O   X OO   ;X;1;1;X"
"                ;X;10;8;X"
"         OXO    ;X;5;3;X"
"  OOX X       O ;X;8;3;X"
" X           O O;X;10;3;X"
"     O          ;X;12;6;O"
" OO X  OXO     X;X;5;1;X"
"  X   O    XO   ;X;1;2;X"
"O               ;X;7;5;X"
"               O;X;14;6;O"
"   X      O     ;X;7;5;O"
"            O   ;X;13;3;X"
"XOX        O XOO;X;10;1;X"
"          OXX O ;X;6;4;X"
"X OOX   O     X ;X;13;2;X"
"X     O        O;X;4;5;X"
" O X   O    X   ;X;4;3;O"
"   O   X  O   X ;X;9;4;X"
"         O      ;X;11;7;X"
"      O   O   X ;X;1;4;O"
"    O    XXO    ;X;5;2;X"
"     X      O OX;X;2;2;X"
"  O      X   O  ;X;3;1;X"
"             X O;X;14;4;X"
"      O X  OOX  ;X;10;3;X"
"      XO  O     ;X;12;5;X"
"      X O   O   ;X;13;3;X"
"               O;X;0;4;O"
"              O ;X;6;3;X"
"O      OX  X    ;X;9;4;X"
"OO     OX X     ;X;5;3;X"
"           X O  ;X;1;4;X"
"      O         ;X;3;4;O"
"       X O    O ;X;6;1;X"
"       O OXX    ;X;6;2;X"
"X  O X  O XO    ;X;13;0;X"
"X      O O      ;X;4;5;X"
"   O            ;X;13;3;X"
"       X      O ;X;10;4;X"
" O              ;X;8;4;O"
"O         X O   ;X;15;5;X"
"X X  O  O      O;X;14;1;X"
"    O X O X     ;X;13;2;X"
"                ;X;10;6;X"
" O          X   ;X;14;5;O"
"   OOO X       X;X;13;1;X"
"  O   X O       ;X;11;5;X"
"   XO   OXO O  X;X;1;0;O"
"   X    O    O  ;X;7;3;X"
"       O        ;X;0;6;O"
"   X XX OO    O ;X;1;2;X"
"              O ;X;12;3;X"
"  O O XX        ;X;12;4;X"
"         X    O ;X;12;2;X"
"  XO            ;X;11;6;X"
"                ;X;14;6;X"
"OO        XX    ;X;6;2;X"
" OXOO   OXX   X ;X;6;0;X"
" O              ;X;5;5;X"
"                ;X;0;4;X"
" X X  O  O  XO  ;X;7;2;X"
"   X   O        ;X;9;5;O"
"     X     O    ;X;10;4;X"
"    O          X;X;9;4;X"
" X  O      X  OO;X;10;3;X"
"                ;X;8;8;X"
"                ;X;5;4;X"
"                ;X;7;7;O"
"       O        ;X;9;3;X"
"   O            ;X;10;5;X"
"           O X  ;X;5;6;X"
"X OO       X    ;X;5;1;O"
"O    O OOX  X X ;X;15;1;X"
"  X      O   O X;X;10;4;X"
"    XX     O  O ;X;0;2;X"
"         OX O X ;X;15;4;X"
"    O   X OX  O ;X;15;1;X"
"  O  OXX        ;X;15;2;X"
"    O      X    ;X;5;4;X"
" OO   X         ;X;11;2;O"
"              O ;X;4;5;X"
"                ;X;2;5;O"
"     O          ;X;6;5;X"
"      X   X O O ;X;13;2;X"
"     X     OO   ;X;3;5;X"
" O              ;X;2;7;X"
" X   OO    X  XO;X;12;1;O"
"     OXO   X    ;X;9;2;X"
" O      X       ;X;4;6;X"
"      X      O  ;X;0;3;O"
"     XO OOX  X  ;X;7;0;X"
"              O ;X;6;5;X"
"    X    X   O O;X;1;1;O"
" X  O  OXX  O   ;X;6;2;X"
"   X XO OO X  O ;X;15;1;X"
"                ;X;13;8;X"
"  O  OX  X  X  O;X;11;0;X"
"  X  X O O OXOX ;X;8;0;X"
"     OX OX O    ;X;4;3;X"
"                ;X;0;6;X"
" OO X  X OX     ;X;11;1;O"
"O      X   X   O;X;3;0;X"
"  OX            ;X;13;3;O"
"O   X O  X   X O;X;5;0;X"
" O              ;X;2;7;X"
"       O        ;X;2;7;X"
"      O OX   OX ;X;1;1;X"
"OO O      X    X;X;14;3;X"
"         O      ;X;4;6;O"
"X   OO   O    X ;X;2;2;O"
"               O;X;7;5;X"
"         X    O ;X;8;6;X"
"                ;X;5;8;X"
" XO       XOOX  ;X;6;2;X"
"               O;X;6;5;X"
" X  X     O OXOO;X;2;1;X"
"  O  XXOX   O   ;X;0;2;X"
"O O   XXOOX     ;X;3;1;X"
"      X    OO   ;X;14;1;X"
"O       O     X ;X;3;2;O"
"       O        ;X;1;3;X"
"      X  O      ;X;1;6;X"
"   OO  X   X O X;X;1;0;X"
"O   X    O      ;X;1;4;O"
"                ;X;0;7;O"
"  X          O  ;X;11;6;X"
"XO X XX O    O O;X;4;0;X"
"   O            ;X;8;3;X"
"O    XX  O OX   ;X;14;2;X"
"OO  X XX   O   O;X;2;1;X"
"     O    OX  XO;X;12;0;O"
"   O X    O     ;X;12;5;X"
"O XX  X      OOO;X;11;0;O"
"                ;X;15;7;O"
"                ;X;6;8;X"
" O  X           ;X;12;6;X"
"O    O XX   O   ;X;14;3;X"
" O   O   X      ;X;3;1;X"
"    O           ;X;8;5;X"
"                ;X;11;5;O"
"O             X ;X;1;6;X"
"                ;X;0;8;X"
"        O  X XO ;X;6;4;X"
"  X    O       O;X;14;5;X"
"   X OX    O    ;X;8;2;X"
"     X    XOO O ;X;13;1;X"
"   XO      O    ;X;2;3;X"
"X          O    ;X;2;6;X"
"                ;X;3;5;O"
"   X      OO    ;X;13;4;O"
" OOXX    O    X ;X;12;1;O"
"      X O       ;X;7;3;O"
"    X   O  X   O;X;6;2;X"
"     X       O  ;X;1;6;X"
"   O           X;X;7;5;O"
" OX     X   O O ;X;15;3;X"
"XOOO    X       ;X;14;0;O"
" XO   XX O  OO  ;X;8;1;X"
" O  X       OX  ;X;8;2;X"
"OO      XXX    O;X;5;0;X"
"    XOX O  X   O;X;7;1;O"
"  O  OX X  X O  ;X;3;1;O"
"   OX      OOX  ;X;15;1;X"
"              O ;X;2;7;X"
"  X            O;X;9;6;X"
"  XO     O X O X;X;10;2;X"
"XO   O  OX      ;X;11;1;X"
"  O  OX X    XO ;X;12;2;X"
"       XOOX XXOO;X;2;0;X"
"                ;X;7;8;X"
"O  OX  OXX   OX ;X;11;0;X"
" O O   O OX XXX ;X;4;0;X"
" X X       O OOX;X;0;1;O"
"       O X   O  ;X;4;1;X"
" X O      OXO X ;X;5;2;X"
"X        O   O X;X;2;2;X"
"XXX O      O O  ;X;14;0;X"
"        XO OX   ;X;6;2;X"
" XO  O          ;X;4;4;O"
" OX   O  O O XX ;X;4;0;O"
"   O    X    X O;X;4;4;X"
"       XX  O   O;X;13;4;X"
"   O            ;X;9;7;X"
"                ;X;4;5;O"
"               O;X;4;6;O"
"O   XXX  OOXO   ;X;13;0;X"
"       O        ;X;8;4;O"
"O X X X OX OO   ;X;10;0;X"
"O     X   O    X;X;14;4;X"
"    O  O    X OX;X;13;3;X"
"        X   O   ;X;5;3;O"
"                ;X;5;4;X"
"              O ;X;6;5;X"
"     O   X     O;X;12;3;X"
"   O    O  X XO ;X;9;3;X"
"  O           X ;X;13;5;O"
"    O   X  O XXO;X;2;2;X"
"       OOX  OX X;X;5;0;X"
"   O  O O    XXX;X;11;0;X"
"O      XX  OO   ;X;5;3;X"
"                ;X;2;7;O"
"    O O  X      ;X;14;3;X"
"    O           ;X;0;4;O"
" O              ;X;13;7;X"
"X  OOX  OOXX    ;X;1;0;X"
"    X  O O      ;X;6;5;X"
" O    O OXX     ;X;5;3;X"
"                ;X;15;6;X"
"    X   OO XO   ;X;0;2;O"
"    O O O X    X;X;14;2;O"
"O    X O    X  O;X;2;1;X"
"      X      OO ;X;0;4;O"
"X       X   O  O;X;4;0;X"
"   O  X       O ;X;4;5;X"
"O               ;X;6;7;X"
"XX OOX X    O  O;X;2;0;X"
"         XOX   O;X;7;4;X"
"         O      ;X;11;7;X"
"     X  XO O    ;X;12;1;O"
"   X     XO  O  ;X;6;0;X"
"                ;X;7;5;O"
"O      O XXX   O;X;4;0;X"
"   OOX O XXO    ;X;2;0;O"
"    OOX   XO X  ;X;3;2;X"
"X    O  O       ;X;4;5;X"
"                ;X;2;8;X"
"      O     X   ;X;3;6;X"
"                ;X;15;6;X"
"X O        O    ;X;10;1;X"
"X  X   OX OO  O ;X;9;1;X"
"OX  O  X   XO OX;X;3;0;X"
"       X   X OO ;X;3;0;X"
"OX    O    O   X;X;9;1;X"
"        X  O    ;X;10;6;X"
"    X          O;X;8;2;X"
" OOO O    X XX  ;X;6;0;O"
"   OX           ;X;0;2;X"
"                ;X;3;8;X"
" O           X O;X;7;3;X"
"                ;X;12;4;X"
"         O   XO ;X;11;4;O"
"XO        O     ;X;8;3;X"
"  O OX   X   X O;X;3;0;X"
"     X         O;X;9;4;X"
"       X     O  ;X;3;4;X"
"             O  ;X;8;5;X"
"        X O     ;X;0;5;O"
"         XO     ;X;4;6;X"
"O   OXX  OX     ;X;7;0;X"
"            O   ;X;10;7;X"
"       OO XXXO  ;X;1;2;X"
"  O   X X     O ;X;11;4;X"
" X    O    X O  ;X;5;3;O"
"       O  X    O;X;0;1;X"
"     X      O   ;X;10;4;X"
"  X O OXOX      ;X;0;2;X"
" OXOX   O   XO  ;X;5;1;X"
"     O X    O   ;X;1;4;O"
"  O X   OOX     ;X;3;3;X"
"   O     XX O   ;X;11;0;X"
"   XO         O ;X;11;3;X"
"  O        X    ;X;4;6;X"
"            OX  ;X;5;6;X"
"  X   X   O OO  ;X;0;3;X"
"  O OX   X O   X;X;10;0;X"
"O               ;X;7;7;X"
"X   X    OO X  O;X;6;1;O"
"    O           ;X;10;4;O"
"                ;X;8;8;X"
"                ;X;12;8;X"
"                ;X;3;5;O"
"XO     X OO     ;X;3;2;O"
"         O      ;X;8;6;O"
"         OO  XX ;X;0;1;O"
" O              ;X;2;7;X"
"              O ;X;10;3;X"
"X  O     OX OX O;X;8;1;X"
"  X   O X    O  ;X;15;2;X"
" X    OO    X   ;X;8;3;O"
"O    X     O    ;X;12;3;X"
"O               ;X;12;5;X"
"      O         ;X;0;7;X"
" O  O XO  O   XX;X;2;1;X"
"     XO    O OX ;X;4;3;X"
"  X   OO X    XO;X;3;1;O"
"                ;X;14;7;O"
" X        O     ;X;2;5;O"
"  O  X     O    ;X;7;3;X"
"      O         ;X;2;5;X"
"    O X         ;X;13;5;O"
"  O             ;X;9;5;X"
" OO XO  X   X   ;X;7;0;X"
"      O         ;X;5;4;O"
"   XO X     X OO;X;0;2;X"
"     O          ;X;4;5;X"
"             O  ;X;5;6;O"
" O     X  O    X;X;2;2;X"
"O X            O;X;10;4;O"
"                ;X;9;8;X"
"                ;X;2;6;X"
" XO X O         ;X;9;2;X"
"      O         ;X;15;3;X"
"      O         ;X;2;6;O"
"  OX    O    X  ;X;10;4;X"
" O X   X    OO  ;X;8;1;X"
"  XOXX  OO    O ;X;12;1;X"
"  O             ;X;3;5;X"
"X  O           O;X;4;1;X"
"         OXX O  ;X;1;1;O"
"  X       O   O ;X;12;5;X"
"       O X   O  ;X;1;3;X"
"                ;X;1;7;O"
"                ;X;13;4;X"
"                ;X;1;6;X"
"   O        O  X;X;0;5;X"
"OXO XO X  O     ;X;3;0;O"
"      X      O  ;X;10;5;O"
"  O   O X  X    ;X;9;2;X"
"   X   OO       ;X;14;5;X"
"    OO    X  X  ;X;2;2;X"
"          X  O O;X;9;3;X"
"         O      ;X;2;6;O"
"   OOX   X  XOOX;X;10;0;X"
"       X   O    ;X;6;6;X"
"OX O  XO   O  X ;X;2;0;O"
"   O   X        ;X;5;6;X"
"   X  O   O  XO ;X;2;0;O"
"O      X  X   O ;X;9;2;X"
"O   XO          ;X;8;1;X"
"  X    O        ;X;14;6;X"
"                ;X;5;4;X"
"                ;X;12;6;X"
" OO     X       ;X;9;2;O"
"                ;X;0;6;X"
"                ;X;8;6;X"
"O    XX  O  O   ;X;14;3;X"
"   X  O     X  O;X;13;3;O"
"   O       X    ;X;14;6;X"
"O O X O     X  X;X;8;0;X"
"  O  X  XX  O  O;X;1;0;X"
"  O    X        ;X;3;4;X"
"  XO          OX;X;11;3;O"
"                ;X;6;7;O"
"   O     X      ;X;12;4;X"
"   O            ;X;2;6;O"
"                ;X;14;8;X"
"X  OX   OXOO X  ;X;5;0;X"
"O XO X    OXX O ;X;8;0;X"
" X   OXO   O    ;X;9;3;X"
" O     X        ;X;12;3;O"
"                ;X;8;8;X"
"                ;X;11;6;X"
" OOO  X   OX X  ;X;5;0;O"
"   O    XO      ;X;14;5;X"
"     X   O OOX  ;X;4;1;X"
"   OO    OX    X;X;2;1;X"
"        O  O X X;X;1;4;X"
"OO   XX    O    ;X;14;3;X"
"  O         X   ;X;6;2;X"
"X OO        O XX;X;9;2;X"
"   XO O      XO ;X;1;3;X"
"X  O  OX  X   O ;X;1;2;X"
"                ;X;14;8;X"
"   O   O    X   ;X;15;4;O"
"  X       O   O ;X;8;1;X"
"   X          O ;X;15;4;X"
"O           X   ;X;1;4;X"
"                ;X;5;7;O"
"                ;X;11;8;X"
"X   O     OO X X;X;14;0;X"
" X         XO OO;X;3;1;X"
"        OXX  O  ;X;15;4;X"
"                ;X;1;4;X"
"                ;X;9;6;X"
" X   O O        ;X;9;3;X"
"                ;X;10;7;O"
"X      O   O    ;X;14;3;X"
" O X  O   OX  X ;X;15;2;X"
" O              ;X;12;7;X"
" O              ;X;11;4;O"
"OX         XO   ;X;5;4;X"
" X      X   O  O;X;4;4;X"
"O    O XX O     ;X;15;0;O"
"        OX      ;X;14;5;O"
"OO X  X XO O    ;X;4;1;X"
"OO  X X  O      ;X;10;1;X"
"  OX  O    X    ;X;0;2;X"
"                ;X;8;4;X"
"     XO  O X    ;X;13;3;O"
"                ;X;2;4;X"
" O    X  O  OX  ;X;8;2;O"
"        X X O O ;X;6;4;X"
" O   X O        ;X;2;5;X"
"X X O X   O    O;X;11;1;O"
"   X  X  X  O OO;X;7;0;X"
" O      O X   OX;X;6;1;X"
"  O             ;X;15;6;O"
"              XO;X;10;6;X"
"                ;X;14;5;O"
"       X   O O X;X;12;3;O"
"X           OO  ;X;3;2;O"
"    OO X   XO  X;X;3;0;X"
"                ;X;1;6;X"
"O  O   X    XO  ;X;10;3;X"
"                ;X;6;5;O"
"X O     X  O    ;X;3;2;X"
"        X     O ;X;10;6;X"
"      X O  O    ;X;7;3;X"
" X     OX X OOO ;X;6;0;O"
"                ;X;13;7;O"
"   X       X OOO;X;9;0;O"
"O O   X OXX     ;X;3;0;X"
"OO    OX X     X;X;3;2;X"
"    OO       X  ;X;10;4;O"
" X X    OO  XOOX;X;2;0;X"
"                ;X;4;8;X"
"   O     X      ;X;13;2;X"
"X O X         O ;X;8;0;X"
"           O    ;X;8;7;X"
"    O          X;X;8;6;X"
" OO O  X XX     ;X;8;0;X"
"O   X O         ;X;11;5;X"
"X       XO XO  O;X;13;1;O"
"                ;X;10;8;X"
"  O X X   XO OXO;X;5;0;X"
"  XXOX   XOO   O;X;8;0;X"
"                ;X;10;7;O"
" XOO      X  OX ;X;12;2;X"
"OO XO     X     ;X;12;3;X"
"XX   OO   O     ;X;8;2;O"
"    O           ;X;3;3;X"
"                ;X;1;8;X"
"    X   XOOO XO ;X;3;0;O"
"  X X O  O O O X;X;5;1;X"
"O       XX O  OX;X;1;2;X"
"  OX O         X;X;7;4;X"
"O     X   O     ;X;12;4;O"
"                ;X;0;8;X"
"  XO X O     O  ;X;6;1;X"
" OO    XX   OX  ;X;3;2;X"
"XX  O O         ;X;5;3;O"
"O XXO           ;X;1;0;X"
"X   XO    O     ;X;12;2;X"
"          X  O  ;X;6;4;X"
"                ;X;7;6;X"
"   XXO O    O   ;X;6;3;X"
"       O XOX XOO;X;3;1;X"
"O    X  O O  XX ;X;3;2;X"
" O XO   O   OX X;X;7;0;O"
"         OX  XOO;X;2;3;X"
"X       O    OXO;X;9;3;X"
" X X O O O  O X ;X;10;1;X"
" O   O        XX;X;3;3;O"
"  X X OXOOO     ;X;0;0;O"
" OO    X        ;X;11;3;X"
" X  X  OOX   O  ;X;6;1;O"
"               O;X;2;3;X"
"OX              ;X;3;6;X"
"      XO   O    ;X;1;2;O"
" O      XO      ;X;11;4;O"
" O         X    ;X;0;6;X"
"  O             ;X;13;5;X"
"            O   ;X;5;6;O"
"          O O  X;X;7;5;X"
" O  O  X        ;X;10;5;X"
"      X   OOX   ;X;9;0;X"
"        O       ;X;15;3;X"
"    XO  OOXX    ;X;7;1;O"
" O      X       ;X;14;5;O"
"                ;X;15;8;X"
"               O;X;1;5;X"
"       O   O  X ;X;12;2;O"
"  O  X O    O X ;X;6;1;X"
"   XO    XXOO O ;X;5;1;X"
" X   O    OX    ;X;13;2;X"
"OXO X  X    O   ;X;9;2;X"
"         O  X   ;X;3;5;O"
"O   O          X;X;2;2;O"
"OX              ;X;9;4;X"
"   O   X        ;X;8;6;X"
"        X   O O ;X;3;3;X"
"             O  ;X;10;5;X"
"O   X     O     ;X;13;2;O"
" X       O    O ;X;6;5;X"
"     OX         ;X;14;2;X"
"X     O   O     ;X;13;4;O"
"O       O  X   X;X;14;4;X"
"     O OX       ;X;12;4;O"
"                ;X;15;7;O"
"     O   O     X;X;4;4;O"
"      O         ;X;9;4;O"
"   OXO   OX X O ;X;7;1;X"
"               O;X;14;3;X"
"XO       OX     ;X;12;1;O"
"X XO    O X XO O;X;1;0;X"
"       X O      ;X;11;5;O"
" OX XO   OX   O ;X;3;0;O"
"XO        O     ;X;5;4;O"
"    OX   O      ;X;13;3;X"
"                ;X;13;5;O"
"XO X  X   O    O;X;9;0;X"
"          O     ;X;15;5;X"
"O    O O  OXX X ;X;6;0;O"
"  O  X   O      ;X;1;4;O"
"XX  O X  OO     ;X;2;0;X"
" X  OOO     X XO;X;9;0;O"
"     O  X  OX   ;X;7;4;X"
"         X     O;X;3;6;X"
"  X  X  X  O OO ;X;12;0;X"
"   O            ;X;4;5;X"
"               O;X;2;6;O"
"  O      X  XO O;X;1;3;X"
" X  X  O     OXO;X;5;2;X"
"                ;X;0;5;O"
"            O   ;X;11;7;X"
"       O  OX    ;X;6;3;X"
"X            O  ;X;9;4;X"
" O    X         ;X;9;2;X"
"        X X   OO;X;13;2;X"
"     OXX   O    ;X;14;2;X"
"      O O   X   ;X;2;4;O"
" X X    OX O  OO;X;12;1;X"
" X  O           ;X;2;2;X"
"O X         O   ;X;6;5;X"
"X   O   X    O  ;X;10;4;X"
"         O    X ;X;10;6;X"
"             O  ;X;2;6;O"
"                ;X;12;6;X"
"     O  XOX     ;X;6;2;X"
"O   OX X O      ;X;10;3;X"
" XO    O O  X X ;X;13;0;X"
" O  OX X  X  O  ;X;9;2;X"
"      XOO X O   ;X;3;3;X"
"O X XO    X O  O;X;1;1;X"
" OO X      O X  ;X;10;2;O"
"  O    OX   X   ;X;4;0;X"
"     O   X  O  X;X;3;2;X"
"OX      X  O    ;X;10;2;X"
"X    X    O OO  ;X;6;3;X"
"      O       XO;X;10;4;O"
"                ;X;13;7;O"
" X   X    OOOXO ;X;6;1;X"
"   O O   X      ;X;11;3;X"
"   OO     XX    ;X;9;0;X"
"OO         X   X;X;9;1;O"
"                ;X;9;5;O"
"                ;X;7;8;X"
"O   O  O  XX  X ;X;13;2;X"
"   O  OO X O XX ;X;10;0;O"
"   OX  OX       ;X;0;0;X"
" XO X    O      ;X;15;3;O"
"XX O     O      ;X;13;4;X"
"                ;X;13;8;X"
"                ;X;1;5;O"
" X X X   O   O O;X;7;2;X"
" O    X   O     ;X;3;4;O"
"   O            ;X;12;6;O"
" XO   XO  XO  OX;X;5;0;X"
"   O  XX       O;X;13;4;X"
"     X XO    O  ;X;15;4;X"
"X     O  O      ;X;14;2;O"
"     X  O XO X O;X;3;2;X"
"   O            ;X;7;5;X"
"                ;X;4;7;O"
"    OX          ;X;2;5;O"
"O               ;X;2;7;X"
"    O           ;X;15;3;X"
"                ;X;14;6;X"
"     O          ;X;10;6;O"
" X  OO         X;X;7;2;X"
"   X X   OO     ;X;1;3;O"
"O O      X      ;X;10;3;X"
"O     O    X   X;X;13;2;X"
"X X   O  O  O   ;X;15;0;O"
"      X O       ;X;10;2;X"
"      O         ;X;10;3;X"
"    O  OX       ;X;2;5;X"
"          OO  X ;X;15;3;X"
" O  OX  O XX  OX;X;3;0;X"
"  O X     XO   O;X;8;1;X"
" X        O     ;X;11;2;X"
"       XO  XO XO;X;3;0;X"
"       X      O ;X;2;6;X"
"XO O  O X   X O ;X;2;1;X"
"    X X  O   O  ;X;3;1;O"
"OO   X X  X   OO;X;8;1;X"
"               O;X;2;7;X"
"              O ;X;9;7;X"
"     X        O ;X;10;2;X"
" X      O       ;X;9;2;X"
"O     XXO     O ;X;10;1;X"
"   OX X  X  OOO ;X;7;0;O"
"                ;X;14;8;X"
"                ;X;10;6;X"
"   XXX O  O O   ;X;13;2;X"
"       O    X   ;X;1;6;X"
"                ;X;0;8;X"
"       X O   O  ;X;12;5;X"
"       O        ;X;12;4;O"
"  X    O        ;X;4;6;X"
" X     O        ;X;15;5;O"
"        O  O   X;X;10;3;X"
"XO     X O X OO ;X;8;1;X"
"                ;X;5;6;X"
"  O             ;X;15;7;X"
" O X O   O    X ;X;12;0;O"
"OO XX O      X  ;X;12;2;X"
"  O             ;X;9;3;X"
"  X       O     ;X;13;5;O"
"  O  O    OXX   ;X;8;1;X"
"  X O   X X  O O;X;5;0;X"
" OX     O  X    ;X;12;4;X"
"  X OXXO O      ;X;8;0;X"
" O             X;X;12;6;X"
"X     O OO X    ;X;2;2;O"
"       OOX      ;X;11;3;X"
"        XO      ;X;2;6;X"
" X O  O  OX     ;X;11;0;O"
"OX           O  ;X;6;4;O"
"XX    O   O     ;X;5;3;O"
"                ;X;10;8;X"
"  X   O  X   O  ;X;10;2;X"
"O     X O X  X O;X;4;2;X"
"                ;X;8;5;O"
"                ;X;11;5;O"
"O               ;X;11;6;O"
"        X OO  X ;X;15;3;O"
"     O OX X     ;X;9;0;X"
"                ;X;13;5;O"
"                ;X;12;7;O"
" X    O O  X    ;X;9;2;X"
"  O     O X   X ;X;6;0;X"
"    XO  XO OX   ;X;2;0;X"
"XOO X     X O  O;X;7;1;X"
"             O  ;X;10;7;X"
"     O OXO X   X;X;10;1;O"
"     X   OX O  O;X;3;3;X"
"O       X       ;X;3;3;O"
"  X  O          ;X;0;4;X"
"                ;X;1;8;X"
"OO X     OXX O  ;X;6;1;X"
"     O     X O  ;X;7;5;X"
"        O       ;X;6;6;O"
"     X      O   ;X;7;6;X"
"O    OX     XO  ;X;1;3;X"
" O           X  ;X;14;3;O"
"O  X X        O ;X;9;2;X"
"O    O   X   X  ;X;12;4;X"
"    O           ;X;13;4;O"
"                ;X;1;4;X"
"X  O        O   ;X;6;5;X"
"X O     O       ;X;13;2;O"
"      O  X     O;X;4;3;X"
"                ;X;13;5;O"
"  X   X O O     ;X;1;2;X"
"X OO     X      ;X;5;2;X"
"OXO   X      O  ;X;8;1;X"
" X    O         ;X;3;2;X"
" O        O XX  ;X;9;2;X"
